Crop,Pesticide,Valid_From,MRL_values,count
Others (2),Kresoxim-methyl,2020-07-09,"[np.float64(0.05), np.float64(0.01), np.float64(0.5), np.float64(0.02), np.float64(0.2)]",47
Others (2),Lactofen,2013-04-26,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Lambda-cyhalothrin (includes gamma-cyhalothrin),2025-02-11,"[np.float64(0.02), np.float64(0.01), np.float64(0.7), np.float64(0.2), np.float64(0.3), np.float64(0.1), np.float64(0.05), np.float64(0.06)]",47
Others (2),Lenacil,2008-09-01,"[np.float64(0.1), np.float64(0.5)]",47
Others (2),Linuron,2019-08-04,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Lufenuron (any ratio of constituent isomers),2020-07-09,"[np.float64(0.02), np.float64(0.01), np.float64(0.05), np.float64(1.0), np.float64(0.15)]",47
Others (2),"MCPA and MCPB (MCPA, MCPB including their salts, esters and conjugates expressed as MCPA) (R)",2014-06-05,"[np.float64(0.1), np.float64(0.05)]",188
Others (2),Malathion,2015-04-03,"[np.float64(0.02), np.float64(2.0), np.float64(8.0)]",47
Others (2),Maleic hydrazide,2021-05-03,"[np.float64(0.2), np.float64(0.5), np.float64(0.02), np.float64(0.1), np.float64(0.07)]",47
Others (2),Mandestrobin,2021-08-19,"[np.float64(0.01), np.float64(0.05)]",47
Others (2),Mandipropamid (any ratio of constituent isomers),2024-10-29,"[np.float64(0.01), np.float64(0.05), np.float64(0.5), np.float64(0.3), np.float64(25.0), np.float64(0.2), np.float64(30.0)]",47
Others (2),Mecarbam,2015-12-30,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Mecoprop,2008-09-01,"[np.float64(0.05), np.float64(0.1)]",94
Others (2),Mefentrifluconazole,2025-07-06,"[np.float64(0.015), np.float64(0.06), np.float64(0.01), np.float64(0.05), np.float64(7.0), np.float64(0.7), np.float64(0.5), np.float64(2.0), np.float64(0.4), np.float64(0.03), np.float64(0.02), np.float64(3.0), np.float64(0.3), np.float64(0.2)]",47
Others (2),Mepanipyrim,2016-04-26,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Mepiquat,2025-07-06,"[np.float64(0.02), np.float64(0.05), np.float64(0.1), np.float64(0.07)]",47
Others (2),Mepronil,2013-04-26,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Meptyldinocap,2022-05-14,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Mercury compounds,2018-02-07,"[np.float64(0.02), np.float64(0.01), np.float64(0.03)]",47
Others (2),Mesosulfuron-methyl,2014-10-11,"[np.float64(0.02), np.float64(0.05), np.float64(0.01)]",94
Others (2),Mesotrione,2024-11-06,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Metaflumizone,2022-08-18,"[np.float64(0.02), np.float64(0.1), np.float64(0.4), np.float64(0.04)]",47
Others (2),Metalaxyl and metalaxyl-M (metalaxyl including other mixtures of constituent isomers including metalaxyl-M),2025-02-11,"[np.float64(0.01), np.float64(1.5), np.float64(3.0), np.float64(0.05), np.float64(0.02), np.float64(0.2)]",47
Others (2),Metaldehyde,2023-09-27,"[np.float64(0.01), np.float64(2.0), np.float64(6.0), np.float64(0.05), np.float64(0.1), np.float64(0.7), np.float64(0.4), np.float64(0.2)]",47
Others (2),Metamitron,2021-11-10,"[np.float64(0.01), np.float64(0.05), np.float64(0.15)]",47
Others (2),Metazachlor,2024-05-06,"[np.float64(0.05), np.float64(0.02), np.float64(0.1), np.float64(0.01), np.float64(0.2), np.float64(0.06)]",47
Others (2),Metconazole,2016-11-24,"[np.float64(0.04), np.float64(0.02), np.float64(0.1), np.float64(0.15), np.float64(0.05)]",47
Others (2),Methabenzthiazuron,2011-10-21,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Methacrifos,2015-12-30,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Methamidophos,2013-04-26,"[np.float64(0.01), np.float64(0.1), np.float64(0.05), np.float64(0.02)]",94
Others (2),Methidathion,2011-10-21,"[np.float64(0.02), np.float64(0.1), np.float64(0.05), np.float64(0.03)]",94
Others (2),Methiocarb,2021-09-02,"[np.float64(0.1), np.float64(0.03), np.float64(0.06)]",47
Others (2),Methomyl,2024-04-08,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Methoprene,2013-04-26,"[np.float64(0.02), np.float64(0.05), np.float64(5.0), np.float64(0.1)]",47
Others (2),Methoxychlor,2008-09-01,"[np.float64(0.01), np.float64(0.1)]",94
Others (2),Methoxyfenozide,2026-01-06,"[np.float64(0.01), np.float64(4.0), np.float64(0.05), np.float64(0.3), np.float64(0.1), np.float64(2.0)]",47
Others (2),Methylisothiocyanate (resulting from the use of dazomet or metam),2022-08-09,"[np.float64(0.01), np.float64(0.02), np.float64(0.05), np.float64(0.1), np.float64(0.15), np.float64(0.03), np.float64(0.6)]",47
Others (2),Metolachlor and S-metolachlor (metolachlor including other mixtures of constituent isomers including S-metolachlor),2026-01-06,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Metosulam,2024-05-06,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Metrafenone,2018-06-05,"[np.float64(0.05), np.float64(0.01), np.float64(0.02), np.float64(0.5), np.float64(1.0)]",47
Others (2),Metribuzin,2017-04-26,"[np.float64(0.1), np.float64(0.5)]",47
Others (2),Metsulfuron-methyl,2015-01-02,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",94
Others (2),Mevinphos,2008-09-01,"[np.float64(0.01), np.float64(0.02)]",94
Others (2),Milbemectin,2014-07-06,"[np.float64(0.02), np.float64(0.1), np.float64(0.05)]",47
Others (2),Molinate,2019-08-13,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Monocrotophos,2013-04-26,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Monolinuron,2015-12-30,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Monuron,2013-04-26,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Myclobutanil,2021-01-02,"[np.float64(0.01), np.float64(0.05), np.float64(0.2), np.float64(0.3), np.float64(2.0), np.float64(0.06), np.float64(0.6)]",47
Others (2),Napropamide (sum  of isomers),2025-04-28,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Nicosulfuron,2015-01-02,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Nicotine,2025-02-11,"[np.float64(0.01), np.float64(0.3), np.float64(0.02), np.float64(0.05), np.float64(0.1)]",47
Others (2),Nitrofen,2008-09-01,"[np.float64(0.01), np.float64(0.02)]",94
Others (2),Novaluron,2023-09-26,"[np.float64(0.01), np.float64(0.05), np.float64(0.1), np.float64(0.02)]",47
Others (2),Omethoate,2021-09-02,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Orthosulfamuron,2020-05-18,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Oryzalin,2024-05-06,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Oxadiargyl,2015-10-01,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Oxadiazon,2021-05-25,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Oxadixyl,2019-05-01,"[np.float64(0.01), np.float64(0.02)]",47
Others (2),Oxamyl,2024-05-11,"[np.float64(0.001), np.float64(0.01), np.float64(0.05), np.float64(0.002), np.float64(0.005)]",47
Others (2),Oxasulfuron,2024-05-06,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Oxathiapiprolin,2025-07-06,"[np.float64(0.05), np.float64(0.01), np.float64(0.04), np.float64(0.2), np.float64(0.02), np.float64(15.0), np.float64(1.5), np.float64(5.0)]",47
Others (2),Oxycarboxin,2013-04-26,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Oxydemeton-methyl,2013-04-26,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",94
Others (2),Oxyfluorfen,2023-02-21,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Paclobutrazol,2023-09-27,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Paraquat,2011-05-28,"[np.float64(0.05), np.float64(0.02)]",94
Others (2),Parathion,2008-09-01,"[np.float64(0.05), np.float64(0.1), np.float64(0.2)]",188
Others (2),Parathion-methyl,2013-04-26,"[np.float64(0.01), np.float64(0.02), np.float64(0.05), np.float64(5.0), np.float64(3.0)]",94
Others (2),Penconazole,2025-08-24,"[np.float64(0.05), np.float64(0.01), np.float64(0.02), np.float64(0.06), np.float64(0.15), np.float64(0.3)]",47
Others (2),Pencycuron (R) (F),2024-08-12,"[np.float64(0.04), np.float64(0.1), np.float64(0.01), np.float64(0.02)]",141
Others (2),Pendimethalin,2023-06-20,"[np.float64(0.05), np.float64(0.15), np.float64(0.5), np.float64(0.01), np.float64(0.6), np.float64(0.02)]",47
Others (2),Penflufen,2021-11-10,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Penoxsulam,2019-05-01,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Penthiopyrad,2023-08-16,"[np.float64(0.05), np.float64(0.01), np.float64(4.0), np.float64(30.0), np.float64(0.7), np.float64(0.6), np.float64(0.8), np.float64(0.5), np.float64(0.3), np.float64(0.02), np.float64(2.0)]",47
Others (2),Permethrin,2017-04-26,"[np.float64(0.05), np.float64(0.1)]",47
Others (2),Pethoxamid,2016-08-16,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Phenmedipham,2016-06-09,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Phenothrin (phenothrin including other mixtures of constituent isomers),2015-12-30,"[np.float64(0.05), np.float64(0.02)]",47
Others (2),Phorate,2013-04-26,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(0.1), np.float64(0.5)]",94
Others (2),Phosalone,2021-05-25,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(2.0), np.float64(3.0)]",47
Others (2),Phosmet,2023-09-15,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Phosmet (phosmet and phosmet oxon expressed as phosmet),2014-07-30,"[np.float64(0.05), np.float64(0.1), np.float64(0.5), np.float64(2.0)]",47
Others (2),Phosphamidon,2008-09-01,"[np.float64(0.01), np.float64(0.02)]",94
Others (2),"Phosphane and phosphide salts, determined and expressed as phosphane)",2017-04-28,"[np.float64(0.01), np.float64(0.02), np.float64(0.05), np.float64(0.015)]",47
Others (2),Phosphonic acid and its salts expressed as phosphonic acid,2025-04-29,"[np.float64(8.0), np.float64(70.0), np.float64(300.0), np.float64(20.0), np.float64(0.6), np.float64(1.5), np.float64(50.0), np.float64(1500.0), np.float64(100.0), np.float64(3.0), np.float64(80.0), np.float64(0.5), np.float64(10.0), np.float64(150.0), np.float64(0.4), np.float64(60.0), np.float64(2.0), np.float64(400.0)]",47
Others (2),Phoxim,2008-09-01,"[np.float64(0.01), np.float64(0.1), np.float64(0.02)]",47
Others (2),Picloram,2021-10-10,"[np.float64(0.01), np.float64(0.05), np.float64(0.08), np.float64(0.2)]",47
Others (2),"Picloram, free and conjugated, expressed as picloram",2025-07-23,"[np.float64(0.01), np.float64(0.2), np.float64(0.05), np.float64(0.08)]",47
Others (2),Picolinafen,2019-11-18,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Picoxystrobin,2019-08-13,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Pinoxaden,2008-09-01,"[np.float64(0.02), np.float64(0.05)]",47
Others (2),Pirimicarb,2016-08-16,"[np.float64(0.5), np.float64(10.0), np.float64(0.05), np.float64(0.02), np.float64(0.01), np.float64(4.0), np.float64(1.0), np.float64(0.2), np.float64(3.0), np.float64(5.0), np.float64(0.06)]",47
Others (2),Pirimiphos-methyl,2016-08-09,"[np.float64(0.01), np.float64(0.02), np.float64(0.05), np.float64(0.5), np.float64(3.0)]",47
Others (2),Potassium permanganate,2024-08-12,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),"Prochloraz and BTS 44596 (M201-03), expressed as prochloraz)",2024-08-12,"[np.float64(0.15), np.float64(0.03), np.float64(0.06)]",47
Others (2),Procymidone,2015-05-07,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Profenofos,2023-09-14,"[np.float64(0.05), np.float64(0.01), np.float64(0.02), np.float64(0.03), np.float64(0.07)]",94
Others (2),Profoxydim,2024-08-12,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Prohexadione (prohexadione (acid) and its salts expressed as prohexadione-calcium),2021-07-08,"[np.float64(0.01), np.float64(0.02), np.float64(0.05), np.float64(0.1)]",47
Others (2),"Propachlor: oxalinic derivate of propachlor, expressed as propachlor",2013-04-26,"[np.float64(0.1), np.float64(0.02), np.float64(0.05)]",47
Others (2),Propamocarb,2025-07-23,"[np.float64(0.01), np.float64(0.05), np.float64(40.0), np.float64(5.0), np.float64(30.0)]",47
Others (2),Propanil,2015-05-18,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Propargite,2018-06-26,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Propham,2015-12-30,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Propiconazole,2021-09-02,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Propineb,2022-05-14,"[np.float64(0.05), np.float64(0.1), np.float64(0.01), np.float64(0.2)]",47
Others (2),Propisochlor,2015-05-13,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Propoxur,2023-02-28,"[np.float64(0.01), np.float64(0.005)]",47
Others (2),"Propoxycarbazone (propoxycarbazone, its salts and 2-hydroxypropoxycarbazone expressed as propoxycarbazone)",2015-01-16,"[np.float64(0.02), np.float64(0.05), np.float64(0.1)]",47
Others (2),Propyzamide (R),2015-05-13,"[np.float64(0.01), np.float64(0.1), np.float64(0.02), np.float64(0.05), np.float64(0.4), np.float64(0.2)]",94
Others (2),Proquinazid (R),2022-04-14,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",94
Others (2),Prosulfocarb,2023-02-26,"[np.float64(0.01), np.float64(0.05), np.float64(2.0), np.float64(0.02), np.float64(0.3), np.float64(20.0)]",47
Others (2),Prosulfuron,2015-01-02,"[np.float64(0.02), np.float64(0.05), np.float64(0.01)]",94
Others (2),Prothioconazole: prothioconazole-desthio,2024-06-05,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(0.5)]",47
Others (2),Pymetrozine,2021-09-02,"[np.float64(0.02), np.float64(0.01), np.float64(0.1), np.float64(0.05)]",47
Others (2),Pyraclostrobin,2024-02-12,"[np.float64(0.1), np.float64(1.5), np.float64(0.02), np.float64(10.0), np.float64(0.3), np.float64(0.05), np.float64(0.5), np.float64(2.0), np.float64(3.0), np.float64(0.01)]",47
Others (2),Pyraflufen-ethyl,2024-11-06,"[np.float64(0.02), np.float64(0.1)]",47
Others (2),Pyrasulfotole,2008-09-01,"[np.float64(0.01), np.float64(0.02)]",47
Others (2),Pyrazophos,2015-12-30,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Pyrethrins,2008-09-01,"[np.float64(1.0), np.float64(0.5), np.float64(3.0), np.float64(0.05)]",47
Others (2),Pyridaben,2025-04-28,"[np.float64(0.01), np.float64(0.05), np.float64(0.3), np.float64(0.02), np.float64(0.15)]",47
Others (2),Pyridalyl,2021-11-06,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Pyridate and hydrolysable conjugates of CL 9673 expressed as pyridate),2023-04-13,"[np.float64(0.05), np.float64(2.0), np.float64(0.15), np.float64(0.3)]",47
Others (2),Pyrimethanil,2024-05-06,"[np.float64(0.01), np.float64(0.05), np.float64(0.1), np.float64(15.0), np.float64(0.8), np.float64(20.0), np.float64(0.02), np.float64(5.0), np.float64(8.0)]",47
Others (2),Pyriofenone,2021-05-17,"[np.float64(0.01), np.float64(0.2), np.float64(0.02), np.float64(0.05), np.float64(0.9)]",47
Others (2),Pyriproxyfen,2024-04-02,"[np.float64(0.01), np.float64(0.05), np.float64(0.7), np.float64(0.02), np.float64(0.04)]",47
Others (2),Pyroxsulam,2023-02-21,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Quinalphos,2015-12-30,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Quinclorac,2024-06-11,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Quinmerac,2023-02-21,"[np.float64(0.1), np.float64(0.02), np.float64(0.15)]",47
Others (2),Quinoclamine,2015-01-16,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Quinoxyfen,2014-02-10,"[np.float64(0.05), np.float64(0.02), np.float64(0.2), np.float64(2.0)]",94
Others (2),Quintozene,2013-04-26,"[np.float64(0.02), np.float64(0.1), np.float64(0.05), np.float64(0.01), np.float64(2.0)]",94
Others (2),"Quizalofop and its conjugates, expressed as quizalofop (any ratio of constituent isomers))",2023-09-14,"[np.float64(0.01), np.float64(0.02), np.float64(0.05), np.float64(0.2), np.float64(0.4), np.float64(0.8), np.float64(0.015)]",47
Others (2),Resmethrin (resmethrin including other mixtures of consituent isomers),2015-12-30,"[np.float64(0.05), np.float64(0.02), np.float64(0.01)]",47
Others (2),Rimsulfuron,2015-01-02,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",94
Others (2),Rotenone,2008-09-01,"[np.float64(0.01), np.float64(0.02)]",47
Others (2),Saflufenacil,2014-07-30,"[np.float64(0.03), np.float64(0.01)]",47
Others (2),Sedaxane,2023-02-26,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Silthiofam,2023-02-25,"[np.float64(0.02), np.float64(0.01), np.float64(0.05)]",47
Others (2),Simazine,2011-10-21,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Sintofen,2021-01-02,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),"Sodium 5-nitroguaiacolate, sodium o-nitrophenolate and sodium p-nitrophenolate",2021-07-26,"[np.float64(0.03), np.float64(0.06), np.float64(0.15)]",47
Others (2),Sodium hypochlorite,2024-08-12,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Spinetoram (F),2023-06-22,"[np.float64(0.02), np.float64(0.1), np.float64(4.0), np.float64(0.03), np.float64(0.15), np.float64(0.06), np.float64(0.4), np.float64(1.0)]",94
Others (2),"Spinosad (spinosad, sum of spinosyn A and spinosyn D)",2023-02-28,"[np.float64(0.02), np.float64(0.3), np.float64(2.0), np.float64(0.1), np.float64(1.0), np.float64(0.05), np.float64(0.2), np.float64(0.07), np.float64(1.5)]",47
Others (2),Spirodiclofen,2016-11-24,"[np.float64(0.05), np.float64(0.4), np.float64(0.02), np.float64(0.01), np.float64(0.1), np.float64(0.8), np.float64(0.004), np.float64(2.0)]",47
Others (2),Spiromesifen,2024-06-11,"[np.float64(0.01), np.float64(0.02), np.float64(0.3), np.float64(0.05)]",47
Others (2),"Spirotetramat and spirotetramat-enol, expressed as spirotetramat",2023-06-20,"[np.float64(0.1), np.float64(0.02), np.float64(7.0), np.float64(0.5), np.float64(50.0), np.float64(1.0), np.float64(0.2), np.float64(1.5), np.float64(0.7), np.float64(3.0), np.float64(10.0), np.float64(0.01), np.float64(0.07), np.float64(2.0)]",47
Others (2),Spiroxamine (R),2016-04-19,"[np.float64(0.02), np.float64(0.01), np.float64(0.05), np.float64(0.015)]",94
Others (2),Sulcotrione,2017-05-07,"[np.float64(0.01), np.float64(0.02), np.float64(0.05), np.float64(0.1)]",47
Others (2),Sulfosulfuron,2015-01-02,"[np.float64(0.02), np.float64(0.05), np.float64(0.01)]",94
Others (2),Sulfoxaflor,2018-06-26,"[np.float64(0.01), np.float64(0.05), np.float64(0.1), np.float64(0.5), np.float64(0.3), np.float64(0.03), np.float64(0.02), np.float64(0.2)]",47
Others (2),Sulfuryl fluoride,2023-02-21,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),"Sum of M4 and M6 (both free and conjugated), expressed as pinoxaden (R)",2023-02-22,"[np.float64(0.03), np.float64(0.02), np.float64(0.1), np.float64(0.06), np.float64(0.01)]",94
Others (2),"Sum of diclofop-methyl, diclofop acid and its salts, expressed as diclofop-methyl",2021-11-06,"[np.float64(0.02), np.float64(0.1), np.float64(0.01), np.float64(0.05)]",47
Others (2),"Sum of metobromuron and 4-bromophenylurea, expressed as metobromuron",2023-08-16,"[np.float64(0.02), np.float64(0.1), np.float64(0.04)]",47
Others (2),TEPP,2008-09-01,"[np.float64(0.01), np.float64(0.02)]",94
Others (2),Tebuconazole,2018-11-01,"[np.float64(15.0), np.float64(0.1), np.float64(0.02), np.float64(0.05), np.float64(0.5), np.float64(0.15), np.float64(1.5), np.float64(5.0), np.float64(0.2), np.float64(0.7), np.float64(2.0)]",47
Others (2),Tebufenozide,2021-11-03,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(10.0), np.float64(1.0), np.float64(2.0)]",47
Others (2),Tebufenpyrad,2025-04-28,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(1.5), np.float64(0.6)]",47
Others (2),Tecnazene,2015-12-30,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Teflubenzuron,2024-04-08,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(0.5)]",47
Others (2),Tefluthrin (tefluthrin including other mixtures of constituent isomers),2025-07-23,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),"Tembotrione and its metabolite M5 (4,6-dihydroxy tembotrione), expressed as tembotrione)",2020-04-07,"[np.float64(0.02), np.float64(0.1), np.float64(0.01), np.float64(0.04)]",47
Others (2),"Tepraloxydim-glutaric acid or to the moiety 3-hydroxy-(tetrahydro-pyran-4-yl)-glutaric acid, expressed as tepraloxydim)",2019-08-13,"[np.float64(0.1), np.float64(0.02)]",47
Others (2),Terbuthylazine (R),2021-11-06,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",188
Others (2),Tetraconazole,2023-09-26,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(0.08), np.float64(0.15)]",47
Others (2),Tetradifon,2011-10-21,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Thiabendazole,2024-12-11,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(0.1), np.float64(7.0)]",47
Others (2),Thiacloprid,2025-05-12,"[np.float64(0.02), np.float64(0.05), np.float64(0.01)]",47
Others (2),Thiamethoxam,2026-03-07,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Thiencarbazone-methyl,2022-01-27,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Thifensulfuron-methyl,2015-01-02,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",94
Others (2),Thiobencarb (4-chlorobenzyl methyl sulfone),2014-08-19,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Thiodicarb,2017-05-07,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Thiophanate-methyl,2012-01-01,"[np.float64(0.1), np.float64(0.05), np.float64(0.01), np.float64(0.5), np.float64(0.2), np.float64(0.3)]",94
Others (2),Thiram,2023-02-28,"[np.float64(0.01), np.float64(0.05)]",47
Others (2),Tolclofos-methyl,2022-08-18,"[np.float64(0.01), np.float64(0.9), np.float64(0.05), np.float64(0.02)]",47
Others (2),Tolylfluanid (R),2017-04-26,"[np.float64(0.1), np.float64(0.02), np.float64(0.05), np.float64(0.01)]",94
Others (2),Topramezone (BAS 670H),2023-08-12,"[np.float64(0.01), np.float64(0.005), np.float64(0.02), np.float64(0.002)]",47
Others (2),Tralkoxydim,2023-10-21,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Tri-allate,2008-09-01,"[np.float64(0.1), np.float64(0.05)]",47
Others (2),Triadimefon,2017-10-27,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Triadimenol (any ratio of constituent isomers),2023-09-14,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Triasulfuron,2020-05-18,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Triazophos,2017-04-27,"[np.float64(0.01), np.float64(0.02), np.float64(0.07), np.float64(0.1)]",94
Others (2),Triazoxide,2024-05-06,"[np.float64(0.01), np.float64(0.001), np.float64(0.005), np.float64(0.002), np.float64(0.003)]",47
Others (2),Tribenuron-methyl,2016-01-21,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",94
Others (2),Trichlorfon,2013-04-26,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Triclopyr,2023-04-13,"[np.float64(0.01), np.float64(0.05), np.float64(0.08), np.float64(0.02)]",47
Others (2),Tricyclazole,2017-06-30,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Tridemorph,2013-04-26,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Trifloxystrobin  (R),2019-11-18,"[np.float64(3.0), np.float64(0.02), np.float64(0.01), np.float64(0.05), np.float64(0.3), np.float64(15.0), np.float64(0.04), np.float64(0.2), np.float64(0.7), np.float64(0.5)]",94
Others (2),Trifloxystrobin (R),2024-12-11,"[np.float64(0.02), np.float64(0.01), np.float64(0.5), np.float64(0.3), np.float64(0.04), np.float64(0.05), np.float64(15.0), np.float64(0.2), np.float64(3.0), np.float64(30.0), np.float64(0.7)]",94
Others (2),"Triflumizole: Triflumizole and metabolite FM-6-1(N-(4-chloro-2-trifluoromethylphenyl)-n-propoxyacetamidine), expressed as Triflumizole (R)",2023-08-12,"[np.float64(0.01), np.float64(0.1), np.float64(0.02), np.float64(0.05)]",94
Others (2),Triflumuron,2024-06-11,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Trifluralin,2015-10-28,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),"Triflusulfuron (6-(2,2,2-trifluoroethoxy)-1,3,5-triazine-2,4-diamine (IN-M7222))",2026-01-06,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Triforine,2011-10-21,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",94
Others (2),"Trimethyl-sulfonium cation, resulting from the use of glyphosate",2008-09-01,"[np.float64(0.05), np.float64(0.1), np.float64(0.01)]",94
Others (2),"Trinexapac and its salts, expressed as trinexapac)",2017-07-11,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Triticonazole,2012-01-01,"[np.float64(0.02), np.float64(0.01)]",47
Others (2),Tritosulfuron,2017-01-14,"[np.float64(0.01), np.float64(0.05)]",47
Others (2),Valifenalate (R),2023-02-26,"[np.float64(0.01), np.float64(0.03), np.float64(0.05), np.float64(0.02)]",94
Others (2),Vinclozolin,2015-12-30,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
