Crop_ID,Crop_Map_Name,Crop_Data_Name,"1,3 DICHLOROPROPENE","1,4-DIMETHYLNAPHTALENE",1-MCP,"2,4-D",ABAMECTIN,ACEQUINOCYL,ACETAMIPRID,ACLONIFEN,ACRINATHRIN,ALACHLOR,ALDRIN,AMETOCTRADIN,AMINOTRIAZOLE,AMITRAZ,ATRAZINE,AZOCYCLOTIN,AZOXYSTROBIN,BENALAXYL,BENFLURALIN,BENTAZONE,BENTHIAVALICARB- ISOPROPYL,BIFENAZATE,BIFENTHRIN,BITERTANOL,BOSCALID,BROMACIL,BROMOPROPYLATE,BROMOXYNIL,BROMUCONAZOLE,BUPIRIMATE,BUPROFEZIN,CAPTAN,CARBARYL,CARBENDAZIM,CARBOXIN,CARFENTRAZONE ETHYL,CHLORANTRANILIPROLE,CHLORDANE,CHLORFENAPYR,CHLORFLUAZURON,CHLORIDAZON,CHLORMEQUAT CHLORIDE,CHLOROTHALONIL,CHLORPROPHAM,CHLORPYRIFOS,CHLORSULFURON,CHLORTHAL DIMETHYL,CINIDON ETHYL,CLETHODIM,CLODINAFOP PROPARGYL,CLOFENTEZINE,CLOMAZONE,CLOPYRALID,CLOQUINTOCET MEXYL,CLOTHIANIDIN,CYANTRANILIPROLE,CYCLOXYDIM,CYFLUFENAMID,CYFLUMETOFEN,CYFLUTHRIN,CYHEXATIN,CYMOXANIL,CYPERMETHRIN,CYPROCONAZOLE,CYPRODINIL,CYPROSULFAMIDE,CYROMAZINE,D.D.T.,DELTAMETHRIN,DIAFENTHIURON,DICAMBA,DICHLORPROP-P,DICLOFOP METHYL,DIDECYL DIMETHYL AMMONIUM CHLORIDE,DIETHOFENCARB,DIFENOCONAZOLE,DIFLUBENZURON,DIFLUFENICAN,DIMETHENAMID,DIMETHOATE,DIMETHOMORPH,DIMETHYL DISULFIDE,DINICONAZOLE-M,DINOCAP,DINOTEFURAN,DIPHENYLAMINE,DIQUAT,DITHIANON,DITHIOCARBAMATES,DIURON,DODINE,EMAMECTIN BENZOATE,ENDRIN,ESFENVALERATE,ETHALFLURALIN,ETHEPHON,ETHOXYQUIN,ETOFENPROX,ETOXAZOLE,FAMOXADONE,FENAMIDONE,FENAMIPHOS,FENARIMOL,FENAZAQUIN,FENBUCONAZOLE,FENBUTATIN OXIDE,FENHEXAMID,FENOXAPROP-P-ETHYL,FENOXYCARB,FENPYROXIMATE,FLONICAMID,FLORASULAM,FLUAZIFOP-P-BUTYL,FLUAZINAM,FLUBENDIAMIDE,FLUDIOXONIL,FLUENSULFONE,FLUFENACET,FLUFENOXURON,FLUMETSULAM,FLUMIOXAZIN,FLUOMETURON,FLUOPICOLIDE,FLUOPYRAM,FLUOXASTROBIN,FLUPYRADIFURONE,FLUROCHLORIDONE,FLUROXYPYR,FLURPRIMIDOL,FLUTOLANIL,FLUTRIAFOL,FOLPET,FOMESAFEN,FORAMSULFURON,FORCHLORFENURON,FORMETANATE HCL,FOSETYL AL,GLUFOSINATE AMMONIUM,GLYPHOSATE,GUAZATINE,HALAUXIFEN METHYL,HALOXYFOP R METHYL,HEPTACHLOR,HYMEXAZOL,IMAZALIL,IMAZAMOX,IMAZAPIC,IMAZAPYR,IMAZETHAPYR,IMIDACLOPRID,IN ACCREDITATION=,INDOXACARB,IODOSULFURON METHYL SODIUM,IPRODIONE,IPROVALICARB,ISOXABEN,ISOXADIFEN ETHYL,ISOXAFLUTOLE,KRESOXIM METHYL,LAMBDA CYHALOTHRIN,LINDANE,LINURON,LUFENURON,MALATHION,MALEIC HYDRAZIDE,MANDIPROPAMID,MCPA,MECOPROP-P,MEFENPYR DIETHYL,MEPANIPYRIM,MEPTYLDINOCAP,MESOSULFURON-METHYL,METAFLUMIZONE,METALAXYL,METAM SODIUM,METAMITRON,METAZACHLOR,METHIOCARB,METHOMYL,METHOXYFENOZIDE,METOLACHLOR,METOMINOSTROBIN,METRAFENONE,METRIBUZIN,MILBEMECTIN,MSMA,MYCLOBUTANIL,NOVALURON,ORTHO PHENYLPHENOL,OXADIARGYL,OXADIAZON,OXAMYL,OXATHIAPIPROLIN,OXOLINIC ACID,OXYFLUORFEN,PACLOBUTRAZOLE,PARAQUAT,PCNB (QUINTOZENE),PENCONAZOLE,PENCYCURON,PENDIMETHALIN,PERMETHRIN,PHOSMET,PICOXYSTROBIN,PINOXADEN,PIPERONYL BUTOXIDE,PIRIMICARB,PIRIMIPHOS-METHYL,PROCHLORAZ,PROHEXADIONE CALCIUM,PROMETRYNE,PROPAMOCARB HCL,PROPAQUIZAFOP,PROPARGITE,PROPOXYCARBAZONE-SODIUM,PROPYZAMIDE,PROQUINAZID,PYMETROZINE,PYRACLOSTROBIN,PYRAFLUFEN-ETHYL,PYRIDABEN,PYRIDALYL,PYRIDATE,PYRIMETHANIL,PYRIMIDIFEN,PYRIOFENONE,PYRIPROXYFEN,PYRITHIOBAC SODIUM,QUINOXYFEN,QUIZALOFOP-P-ETHYL,QUIZALOFOP-P-TEFURYL,RIMSULFURON,SPINETORAM,SPINOSAD,SPIRODICLOFEN,SPIROMESIFEN,SPIROTETRAMAT,SPIROXAMINE,SULFENTRAZONE,SULFOSULFURON,SULFOXAFLOR,TAU-FLUVALINATE,TEBUCONAZOLE,TEBUFENPYRAD,TEFLUBENZURON,TERBACIL,TERBUTRYN,TETRACONAZOLE,TETRADIFON,THIABENDAZOLE,THIACLOPRID,THIAMETHOXAM,THIDIAZURON,THIOCYCLAM HYDROGEN OXALATE,TOLCLOFOS METHYL,TOLFENPYRAD,TRIADIMEFON,TRIADIMENOL,TRIASULFURON,TRIBENURON METHYL,"TRICLOPYR (3,5,6-TPA)",TRIFLOXYSTROBIN,TRIFLOXYSULFURON,TRIFLUMURON,TRIFORINE,UNICONAZOLE,VALIFENALATE,ZOXAMIDE
454,GOOSEBERRY,GOOSEBERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,GRAPES,GRAPES,,,,,0.02,,0.05,,0.3,,,0.5,0.02,,,,0.6,0.3,,,0.2,,2.0,,6.0,,2.0,,,0.2,2.0,5.0,,,,0.02,0.4,,,,,,,,0.1,,,,0.5,,,,,,1.0,,0.2,0.1,,,,,1.0,,2.0,,,,0.2,,,,,,,0.1,,0.02,,,0.5,,,0.05,0.1,,,,5.0,0.1,,0.3,,0.5,,2.0,,2.0,,,0.5,0.02,0.3,,1.0,,4.0,,2.5,0.05,0.5,,0.1,0.2,1.0,1.0,,0.02,2.0,,0.01,,,0.4,,,,,,,,7.0,,,0.01,,5.0,0.01,0.2,,,0.02,,,,,,,,0.1,,1.0,,10.0,0.05,,,,0.5,0.2,,0.05,3.0,,,,,,,,0.1,,,1.0,,,,0.05,,2.0,,0.2,5.0,,,,1.0,,,,0.02,,0.15,,0.02,,,,0.2,,,,,,,,,,,,,,0.01,,,0.02,0.05,,2.0,,,,,2.0,,,,,0.5,,,,0.1,0.2,,,0.5,0.05,,,,1.0,2.0,,1.0,,,0.5,,,0.02,0.3,,,,,,2.0,,,,1.0,,,,,,
522,GUAVA,GUAVA,,,,0.05,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,HERBS,HERBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,HONEY,HONEY,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,HYSSOP,HYSSOP,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,JUJUBE CHINESE(SIMMONDSIA,JUJUBE CHINESE(SIMMONDSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,KIWI,KIWI,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,0.01,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,KOHLRABI,KOHLRABI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.1,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,0.5,,,,,,,,,,0.02,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,0.1,,,,0.05,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,
579,KUMQUATS,KUMQUATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,LEAFY VEGETABLES,LEAFY VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,LEEK,LEEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,LEGUMS,LEGUMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,LETTUCE,LETTUCE,,,,,,,0.05,,,,,,,,,,,,0.02,,,,0.1,,,,,,,,,,,5.0,,,0.2,,,0.2,,,,,0.1,,0.5,,0.5,,,,,,,,0.2,,,,,0.05,,,1.0,,,,0.2,,,,,,,,,,,,3.0,,,,0.05,,,,5.0,,,0.1,,,,,,,,,,,,,,,,,,,,,0.1,0.9,0.4,1.0,0.05,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.02,,,,,,,,,,0.02,,10.0,,,,,,0.2,,,0.1,1.0,,,,,,,,,,2.0,0.05,,,,,0.05,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,10.0,,,,0.02,,,1.0,,,0.02,,,,,,,,0.1,,,0.1,0.5,,,0.2,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,
613,LICHEE,LICHEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,LOQUAT,LOQUAT,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,LOVAGE,LOVAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
654,MANGO,MANGO,,,,0.05,,,,,,,,,0.02,,,,0.05,,,,,,,,0.02,,,,,0.02,,,,,,0.02,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,2.0,,,,0.02,,,,,0.05,0.05,,,,,,0.1,,,,,,,,,,,,,0.3,,0.5,,,,,,,,,,,,,,,,0.01,,,,,,,0.01,,,0.03,,,,,,,0.01,,,,,,,,,,,,0.2,,,,5.0,,,,,0.5,,,,,2.0,,,,,,,0.05,,,,,,,0.05,,,,,0.01,,,,0.5,,,,,,,,,,,,0.1,,,,,,,,,,2.0,,,,,,,0.02,,,,,,,,,,,,,,,,,,0.05,,,,,,,0.02,,0.02,,,,,0.05,,,,0.01,,,,,,0.5,,,,0.5,,,2.0,,,
655,MARJORAM,MARJORAM,,,,,,,3.0,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,5.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
659,MEAT,MEAT,,,,0.05,,,,,,,0.2,,,,0.02,,,,,,,,,,,,,,,,,,,,0.01,,,0.05,,,,0.2,,,,,,,0.1,,,,,,,,,,,,,,0.05,,,,0.05,5.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,0.02,0.05,0.02,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.1,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,0.02,,,,,,,,,,,
660,MELISA,MELISA,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,5.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,MELON,MELON,,,,,0.01,0.05,0.05,,,,,,,,,,0.02,,0.02,,0.05,0.02,0.05,,0.2,,,,0.05,0.03,1.0,,,2.0,,,0.02,,,,,,2.0,,,,,,0.5,,1.0,,,,,,,0.1,0.1,,0.5,0.05,0.2,,,,0.2,,0.2,,,,,,,,,,,,1.0,0.01,,0.05,0.02,,,,0.5,,,,,0.2,0.02,,,,0.02,,5.0,,0.05,,0.2,0.5,,,,,0.05,,0.1,0.05,,,0.2,,,,,,0.1,0.05,,,,,,,,,,,,,1.0,,0.5,,,,,,2.0,,,,,0.1,,0.02,,2.0,0.05,,,,0.1,0.02,,,,3.0,,0.05,,,,,0.2,,,0.2,0.05,,,,0.2,,,,0.3,,0.01,,0.3,,,,,,,,,,,,0.1,,,,,,,,1.0,,0.05,,,2.0,,0.5,,,0.05,0.02,2.0,,,,,,,,0.02,,,,,,0.05,0.5,,0.05,0.1,,,,,,0.02,,0.2,,,0.05,1.0,,0.02,0.1,,0.05,,,,0.1,,,,0.1,,,0.5,,,
662,MILK,MILK,,,,0.01,,,,,,,0.006,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,0.5,,,,,,,0.05,,,,,,,,,,,,,,0.01,,,,0.01,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,0.02,0.01,0.02,,,,,,,,,,,,,,,,,,,,,0.1,,,,0.25,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,0.01,0.01,,,,,,,,,,
685,MINT,MINT,,,,,0.05,0.7,3.0,,,,,,,,,,2.0,,,,,1.0,1.0,,4.0,,,,,,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.4,,,,,10.0,,,,3.0,,,,5.0,,,0.1,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,0.05,,,10.0,,,,,,,,0.5,,,,1.0,0.6,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,3.0,,,,,,,,,0.05,,,,1.0,,,,,,,,,0.02,,,,,1.0,,,0.05,,,,,,,,2.0,,,,,,
688,MIZONA,MIZONA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,5.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.05,,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,NECTARINE,NECTARINE,,,,0.05,0.02,,0.05,,0.2,,,,,,,,0.1,,,,,0.05,0.6,,1.0,,,,,0.2,0.4,15.0,,,,0.02,0.3,,,,,,0.2,,0.5,,,,,,,,,,0.5,,,,,0.5,1.0,,2.0,0.05,0.2,,,,0.05,,,,,,,0.5,,0.02,,0.1,,,0.05,0.05,0.05,,,,3.0,0.1,,0.01,,,,,,1.0,,,,,0.5,,0.5,7.0,,,,0.1,0.6,,,,,0.2,,0.02,,,0.01,,,0.7,,,,0.01,,,,5.0,,,,0.01,,0.01,,,,,,,,,,,,0.3,,,,1.0,,,,,0.1,0.02,,,,2.0,,,,,,,0.2,,,,,,,0.05,,,,0.1,,,,,0.5,0.05,,,,,,,,,,,0.1,,,,0.5,0.1,,,,,,,,,,7.0,,0.02,0.05,,0.2,0.02,,,,,,,0.02,,0.03,,,,0.05,0.05,0.05,,,,,,0.02,0.5,0.3,,,,,0.05,1.0,,0.3,0.05,,,,,,0.5,,,,0.5,,,,,,
718,OAT,OAT,,,,0.01,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,0.05,,,,,,0.01,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,0.1,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,
755,OLIVES,OLIVES,,,,0.5,0.01,,0.05,,0.2,,,,0.02,0.5,,,0.1,,,,,,0.5,,,,,,,,,,,,,0.02,0.1,,,,,,0.1,,0.5,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,0.1,,0.02,,1.0,,,,,,,,,3.0,0.1,,,,,,0.1,,1.0,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,0.01,,,,,,,,,,0.01,0.2,,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,2.0,,,,,,,,,,,,,,,,0.05,,,,,,,,0.5,,,0.02,,,,0.02,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,0.02,,,,,,0.01,0.05,,,,,,,,,,,0.1,,,,,10.0,0.2,,,,,,,,,,,0.5,,,,0.05,,
756,ONION,ONION,,,,,0.01,,,0.01,,,,0.1,,,,,0.05,0.1,,0.1,,,,,1.5,,,,,,,,,,,0.02,0.05,,,,,,0.5,,,,0.1,,0.5,,,,0.1,,,0.06,0.2,,,0.5,,0.05,0.1,,,,,,0.04,,,,0.2,,,0.1,,0.02,,,0.7,,,,,,,,0.5,,,,,0.05,,,,,,,0.05,0.05,,,,,0.05,,,,,,0.1,,,,,,,,,,,,,,,,,,,1.0,,,,0.3,0.5,,0.1,,,0.02,,,,,,,,0.3,,,,0.2,0.05,,,,,0.05,,,,0.5,15.0,,,,,,,,,2.0,0.05,,,0.05,,,,0.05,,,,,,,,,0.02,0.005,,,0.02,,,,,,0.1,,,,,,,,,,,0.2,0.01,,,,,,0.3,0.02,,,,0.1,,,,,,0.1,0.1,,0.05,0.05,,,0.1,,,,,,0.2,,,,,,,,,,,,,,,,,,,0.02,,,,,,
769,OREGANO,OREGANO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
770,OTHERS,OTHERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,PARSLEY (roots and leaves),PARSLEY (roots and leaves),,,,,0.05,0.7,3.0,0.02,,,,,,,,,0.1,,,,,1.0,1.0,,4.0,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.4,,,,,10.0,,,,3.0,,,,5.0,,,0.1,,,,,,,0.2,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,2.0,,,,,,,0.05,0.05,,,2.0,,,,,,,,0.5,,,,1.0,0.6,,,,,,,,,2.0,,,,,,,,,,,,,0.2,,,,,,1.0,,,,0.2,,,,,,,1.0,2.0,,,1.0,,3.0,,,,,,,,,0.05,2.0,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,2.0,,,,,,
