Active Ingredient,Crop,MRL,Update Date,Pending for regulations update
"FOLPET","ONION","1.000","2013-01-17T00:00:00",
"FOLPET","ALMOND","0.500","1999-01-01T00:00:00",
"FOLPET","APPLE","10.000","1996-01-01T00:00:00",
"FOLPET","PEAR","10.000","1996-01-01T00:00:00",
"FOLPET","NECTARINE","5.000","2005-09-20T00:00:00",
"FOLPET","PEACH","5.000","2005-09-20T00:00:00",
"FOMESAFEN","CHICK PEA","0.010","2013-01-17T00:00:00",
"FOMESAFEN","PEAS","0.010","2000-01-01T00:00:00",
"FOMESAFEN","BEANS","0.010","2000-01-01T00:00:00",
"FORAMSULFURON","CORN","0.050","2017-12-28T00:00:00",
"FORCHLORFENURON","GRAPES","0.010","2000-10-15T00:00:00",
"FORCHLORFENURON","KIWI","0.010","2000-10-15T00:00:00",
"FORCHLORFENURON","PEAR","0.010","2000-10-15T00:00:00",
"FORMETANATE HCL","CABBAGE","0.050","2013-01-16T00:00:00",
"FORMETANATE HCL","BROCCOLI","0.050","2013-01-16T00:00:00",
"FORMETANATE HCL","CAULIFLOWER","0.050","2012-05-06T00:00:00",
"FORMETANATE HCL","KOHLRABI","0.050","2013-01-16T00:00:00",
"FORMETANATE HCL","CUCUMBER","0.200","2012-08-26T00:00:00",
"FORMETANATE HCL","PEPPER","0.500","2012-05-06T00:00:00",
"FORMETANATE HCL","EGG PLANT","0.500","2012-05-06T00:00:00",
"FORMETANATE HCL","TOMATO","0.500","2012-05-06T00:00:00",
"FORMETANATE HCL","ONION","0.300","2012-01-08T00:00:00",
"FORMETANATE HCL","GARLIC","0.300","2012-01-08T00:00:00",
"FORMETANATE HCL","APRICOT","0.010","2012-08-26T00:00:00",
"FORMETANATE HCL","NECTARINE","0.010","2011-07-25T00:00:00",
"FORMETANATE HCL","PEACH","0.010","2011-07-25T00:00:00",
"FOSETYL AL","GRAPES","5.000","1996-01-01T00:00:00",
"FOSETYL AL","CITRUS FRUIT","5.000","1996-01-01T00:00:00",
"FOSETYL AL","MELON","1.000","1996-01-01T00:00:00",
"FOSETYL AL","CUCUMBER","2.000","1996-01-01T00:00:00",
"FOSETYL AL","PUMPKINS","0.500","2015-11-15T00:00:00",
"FOSETYL AL","SQUASH",,"2017-03-13T00:00:00","2.000"
"FOSETYL AL","LETTUCE","1.000","1996-01-01T00:00:00",
"FOSETYL AL","SCARLET","0.500","2015-11-15T00:00:00",
"FOSETYL AL","ONION","0.500","2015-11-12T00:00:00",
"GLUFOSINATE AMMONIUM","VEGETABLES","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","FRUITS","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","GRAPES","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","CITRUS FRUIT","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","POTATO","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","COTTON","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","AVOCADO","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","MANGO","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","PERSIMMON","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","APPLE","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","LOQUAT","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","PLUM","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","NECTARINE","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","PEACH","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","DATE","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","OLIVES","0.010","2013-01-17T00:00:00",
"GLYPHOSATE","VETCH","0.100","1999-01-01T00:00:00",
"GLYPHOSATE","VEGETABLES","0.100","2005-09-20T00:00:00",
"GLYPHOSATE","FRUITS","0.200","2005-09-20T00:00:00",
"GLYPHOSATE","GRAPES","0.200","1999-01-01T00:00:00",
"GLYPHOSATE","CITRUS FRUIT","0.200","1999-01-01T00:00:00",
"GLYPHOSATE","MELON","0.500","1999-01-01T00:00:00",
"GLYPHOSATE","WATERMELON","0.500","1999-01-01T00:00:00",
"GLYPHOSATE","CHICK PEA","0.100","2013-01-17T00:00:00",
"GLYPHOSATE","ONION","0.100","2013-01-17T00:00:00",
"GLYPHOSATE","COTTON","0.500","1999-01-01T00:00:00",
"GLYPHOSATE","PEANUT","0.100","1999-01-01T00:00:00",
"GLYPHOSATE","SUNFLOWER","0.200","1999-01-01T00:00:00",
"GLYPHOSATE","ALMOND","1.000","1999-01-01T00:00:00",
"GLYPHOSATE","PECAN","0.200","1999-01-01T00:00:00",
"GLYPHOSATE","AVOCADO","0.200","1999-01-01T00:00:00",
"GLYPHOSATE","BANANA","0.200","1999-01-01T00:00:00",
"GLYPHOSATE","OLIVES","0.200","1999-01-01T00:00:00",
"GLYPHOSATE","CEREALS","0.100","1999-01-01T00:00:00",
"GLYPHOSATE","BARLEY","0.100","2013-01-17T00:00:00",
"GLYPHOSATE","CORN","0.100","1999-01-01T00:00:00",
"GLYPHOSATE","OAT","0.100","2013-01-17T00:00:00",
"GLYPHOSATE","SORGHUM","0.100","2013-01-17T00:00:00",
"GLYPHOSATE","WHEAT","5.000","1999-01-01T00:00:00",
"GUAZATINE","CITRUS FRUIT","5.000","1996-01-01T00:00:00","יתבטל"
"HALAUXIFEN METHYL","BARLEY","0.010","2015-11-12T00:00:00",
"HALAUXIFEN METHYL","OAT","0.010","2015-11-12T00:00:00",
"HALAUXIFEN METHYL","WHEAT","0.010","2015-11-12T00:00:00",
"HALOXYFOP R METHYL","CLOVER","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","VETCH","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","GRAPES","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","CELERIAC","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","CABBAGE","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","BROCCOLI","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","CAULIFLOWER","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","WATERMELON","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","CHICK PEA","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","LETTUCE","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","PEPPER","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","TOMATO","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","PEAS","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","BEETROOT","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","ONION","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","COTTON","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","PEANUT","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","SAFFLOWER","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","SUNFLOWER","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","GARLIC","0.020","2013-01-17T00:00:00",
"HEPTACHLOR","MILK","0.006","1999-01-01T00:00:00",
"HEPTACHLOR","MEAT","0.200","1999-01-01T00:00:00",
"HEPTACHLOR","EGGS","0.050","1999-01-01T00:00:00",
"HEPTACHLOR","POULTRY MEAT","0.200","1999-01-01T00:00:00",
"HEPTACHLOR","COTTON","0.020","1996-01-01T00:00:00",
"HEPTACHLOR","CEREALS","0.020","1996-01-01T00:00:00",
"HYMEXAZOL","CUCUMBER","0.050","2013-01-17T00:00:00",
"HYMEXAZOL","TOMATO","0.050","2013-01-17T00:00:00",
"IMAZALIL","CITRUS FRUIT","5.000","1996-01-01T00:00:00",
"IMAZALIL","POTATO","5.000","2005-09-21T00:00:00",
"IMAZALIL","MELON","2.000","1996-01-01T00:00:00",
"IMAZALIL","BANANA","2.000","1999-01-01T00:00:00",
"IMAZALIL","PERSIMMON","0.010","2013-01-17T00:00:00",
"IMAZALIL","APPLE","0.010","2013-01-17T00:00:00",
"IMAZALIL","PLUM","0.010","2013-01-17T00:00:00",
"IMAZALIL","APRICOT","0.010","2013-01-17T00:00:00",
"IMAZALIL","PEACH","0.010","2013-01-17T00:00:00",
"IMAZALIL","WHEAT","0.010","2013-01-17T00:00:00",
"IMAZAMOX","ALFALFA","0.010","2013-01-17T00:00:00",
"IMAZAMOX","CLOVER","0.010","2013-01-17T00:00:00",
"IMAZAMOX","VETCH","0.010","2013-01-17T00:00:00",
"IMAZAMOX","PEAS","0.010","2013-01-17T00:00:00",
"IMAZAMOX","BEANS","0.010","2013-01-17T00:00:00",
"IMAZAMOX","PEANUT","0.010","2013-01-17T00:00:00",
"IMAZAPIC","TOMATO","0.100","2016-05-29T00:00:00",
"IMAZAPIC","PEANUT","0.010","2013-01-17T00:00:00",
"IMAZAPYR","DATE","0.010","1999-01-01T00:00:00",
"IMAZETHAPYR","PEAS","0.010","1999-01-01T00:00:00",
"IMIDACLOPRID","THYME","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","GRAPES","0.100","1998-05-01T00:00:00",
"IMIDACLOPRID","STRAWBERRY","0.100","2000-07-10T00:00:00",
"IMIDACLOPRID","CITRUS FRUIT","0.500","1996-01-01T00:00:00",
"IMIDACLOPRID","POTATO","0.500","2005-09-21T00:00:00",
"IMIDACLOPRID","CABBAGE","0.500","2014-03-02T00:00:00",
"IMIDACLOPRID","BROCCOLI","0.500","2014-03-02T00:00:00",
"IMIDACLOPRID","CAULIFLOWER","0.500","2014-03-02T00:00:00",
"IMIDACLOPRID","KOHLRABI","0.500","2014-03-02T00:00:00",
"IMIDACLOPRID","MELON","0.100","1996-01-01T00:00:00",
"IMIDACLOPRID","CUCUMBER","1.000","2012-12-02T00:00:00",
"IMIDACLOPRID","SQUASH","1.000","2012-12-02T00:00:00",
"IMIDACLOPRID","WATERMELON","0.100","1996-01-01T00:00:00",
"IMIDACLOPRID","CHICK PEA","0.300","2013-01-17T00:00:00",
"IMIDACLOPRID","BEET, GREENS","2.000","2014-03-19T00:00:00",
"IMIDACLOPRID","CORIANDER","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","CHINESE CABBAGE","0.500","2005-09-21T00:00:00",
"IMIDACLOPRID","SPINACH","2.000","2014-03-19T00:00:00",
"IMIDACLOPRID","PEPPER","0.300","2001-03-21T00:00:00",
"IMIDACLOPRID","EGG PLANT","0.300","2014-02-16T00:00:00",
"IMIDACLOPRID","TOMATO","3.000","2001-10-21T00:00:00",
"IMIDACLOPRID","CARROT","0.050","2011-05-17T00:00:00",
"IMIDACLOPRID","ONION","0.300","1999-01-01T00:00:00",
"IMIDACLOPRID","COTTON","0.100","1999-01-01T00:00:00",
"IMIDACLOPRID","ALMOND","0.300","1996-01-01T00:00:00",
"IMIDACLOPRID","PECAN","0.300","2005-09-21T00:00:00",
"IMIDACLOPRID","OREGANO","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","BANANA","0.050","2015-11-12T00:00:00",
"IMIDACLOPRID","MANGO","0.200","2010-04-18T00:00:00",
"IMIDACLOPRID","PERSIMMON","0.050","2011-03-01T00:00:00",
"IMIDACLOPRID","POMEGRANATE","1.000","2013-01-17T00:00:00",
"IMIDACLOPRID","APPLE","0.300","1996-01-01T00:00:00",
"IMIDACLOPRID","PEAR","0.300","1999-01-01T00:00:00",
"IMIDACLOPRID","PLUM","0.300","2014-03-02T00:00:00",
"IMIDACLOPRID","APRICOT","0.500","2013-01-17T00:00:00",
"IMIDACLOPRID","NECTARINE","0.300","2004-07-13T00:00:00",
"IMIDACLOPRID","PEACH","0.300","1996-01-01T00:00:00",
"IMIDACLOPRID","DATE","0.050","2005-02-01T00:00:00",
"IMIDACLOPRID","OLIVES","1.000","2010-07-18T00:00:00",
"IMIDACLOPRID","CORN","0.010","2005-12-11T00:00:00",
"IMIDACLOPRID","WHEAT","0.300","2013-01-17T00:00:00",
"IMIDACLOPRID","BASIL","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","CHIVES","0.300","2012-07-02T00:00:00",
"IMIDACLOPRID","DILL","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","MARJORAM","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","MINT","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","PARSLEY (roots and leaves)","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","ROSMARINE","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","SAGE","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","ESTRAGON","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","ROKET",,"2019-04-18T00:00:00","2.500"
"IMIDACLOPRID","ROKULA","2.500","2006-03-21T00:00:00",
"IMIDACLOPRID","MIZONA","2.000","2014-03-19T00:00:00",
"IMIDACLOPRID","SPRING ONION","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","RUMEX CRISPUS","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","TATSUI LEAVES","2.000","2014-03-19T00:00:00",
"IN ACCREDITATION=","OTHERS","0.000","2005-01-23T00:00:00",
"INDOXACARB","THYME","2.000","2012-11-27T00:00:00",
"INDOXACARB","GRAPES","1.000","2005-09-22T00:00:00",
"INDOXACARB","STRAWBERRY","0.200","2006-04-02T00:00:00",
"INDOXACARB","MELISA","2.000","2012-11-27T00:00:00",
"INDOXACARB","POTATO","0.020","2005-09-22T00:00:00",
"INDOXACARB","CELERIAC","2.000","2012-11-27T00:00:00",
"INDOXACARB","CABBAGE","0.020","2001-05-24T00:00:00",
"INDOXACARB","CAULIFLOWER","0.020","2001-05-24T00:00:00",
"INDOXACARB","MELON","0.020","2012-08-26T00:00:00",
"INDOXACARB","WATERMELON","0.020","2001-05-24T00:00:00",
"INDOXACARB","CHICK PEA","0.020","2010-06-21T00:00:00",
"INDOXACARB","CORIANDER","2.000","2012-11-27T00:00:00",
"INDOXACARB","LETTUCE","0.020","2005-09-22T00:00:00",
"INDOXACARB","PEPPER","0.020","2001-05-24T00:00:00",
"INDOXACARB","TOMATO","0.200","2011-07-25T00:00:00",
"INDOXACARB","PEAS","0.020","2008-03-05T00:00:00",
"INDOXACARB","BEANS","0.020","2009-05-27T00:00:00",
"INDOXACARB","CARROT","0.050","2012-08-26T00:00:00",
"INDOXACARB","COTTON","0.020","2001-05-24T00:00:00",
"INDOXACARB","PEANUT","0.020","2005-09-22T00:00:00",
"INDOXACARB","OREGANO","2.000","2012-11-27T00:00:00",
"INDOXACARB","POMEGRANATE","0.100","2012-08-26T00:00:00",
"INDOXACARB","CORN","0.020","2001-05-24T00:00:00",
"INDOXACARB","BASIL","2.000","2012-11-27T00:00:00",
"INDOXACARB","CHIVES","2.000","2012-11-27T00:00:00",
"INDOXACARB","DILL","2.000","2012-11-27T00:00:00",
"INDOXACARB","MARJORAM","2.000","2012-11-27T00:00:00",
"INDOXACARB","MINT","2.000","2012-11-27T00:00:00",
"INDOXACARB","PARSLEY (roots and leaves)","2.000","2012-11-27T00:00:00",
"INDOXACARB","ROSMARINE","2.000","2012-11-27T00:00:00",
"INDOXACARB","SAGE","2.000","2012-11-27T00:00:00",
"INDOXACARB","ESTRAGON","2.000","2012-11-27T00:00:00",
"INDOXACARB","ROKET",,"2019-04-11T00:00:00","2.000"
"INDOXACARB","ROKULA","2.000","2012-11-27T00:00:00",
"INDOXACARB","SPRING ONION","2.000","2012-11-27T00:00:00",
"INDOXACARB","SNOW PEAS","0.020","2010-07-15T00:00:00",
"IODOSULFURON METHYL SODIUM","WHEAT","0.050","2005-09-22T00:00:00",
"IPRODIONE","GRAPES","10.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","STRAWBERRY","10.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","CITRUS FRUIT","1.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","POTATO","0.100","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","CELERIAC","5.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","BROCCOLI","5.000","2000-01-01T00:00:00","יתבטל"
"IPRODIONE","CAULIFLOWER","5.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","MELON","2.000","1999-01-01T00:00:00","יתבטל"
"IPRODIONE","CUCUMBER","2.000","1998-11-01T00:00:00","יתבטל"
"IPRODIONE","SQUASH","5.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","CHINESE CABBAGE","5.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","LETTUCE","10.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","PEPPER","5.000","2005-05-26T00:00:00","יתבטל"
"IPRODIONE","EGG PLANT","5.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","TOMATO","5.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","SWEET POTATO","0.100","1999-01-01T00:00:00","יתבטל"
"IPRODIONE","CARROT","10.000","1998-11-01T00:00:00","יתבטל"
"IPRODIONE","ONION","0.200","1998-11-01T00:00:00","יתבטל"
"IPRODIONE","MANGO","5.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","APPLE","10.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","PEAR","10.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","PLUM","1.000","2011-04-14T00:00:00","יתבטל"
"IPRODIONE","APRICOT","1.000","2009-07-01T00:00:00","יתבטל"
"IPRODIONE","NECTARINE","1.000","2008-01-13T00:00:00","יתבטל"
"IPRODIONE","CORN","5.000","2017-12-28T00:00:00","יתבטל"
"IPROVALICARB","GRAPES","0.050","2001-10-21T00:00:00","יתבטל"
"IPROVALICARB","POTATO","0.050","2001-10-21T00:00:00","יתבטל"
"IPROVALICARB","MELON","0.050","2001-10-21T00:00:00","יתבטל"
"IPROVALICARB","CUCUMBER","0.050","2001-10-21T00:00:00","יתבטל"
"IPROVALICARB","TOMATO","0.050","2001-10-21T00:00:00","יתבטל"
"IPROVALICARB","ONION","0.050","2001-10-21T00:00:00","יתבטל"
"IPROVALICARB","CHIVES","1.500","2005-09-26T00:00:00","יתבטל"
"IPROVALICARB","PARSLEY (roots and leaves)","2.000","2005-10-30T00:00:00","יתבטל"
"ISOFETAMID","GRAPES",,"2024-01-29T00:00:00","3.000"
"ISOFETAMID","STRAWBERRY",,"2023-02-12T00:00:00","2.000"
"ISOFETAMID","POTATO",,"2025-07-08T00:00:00","0.010"
"ISOFETAMID","CUCUMBER",,"2023-02-12T00:00:00","0.800"
"ISOFETAMID","SQUASH",,"2023-02-12T00:00:00","0.500"
"ISOFETAMID","CORIANDER",,"2023-02-12T00:00:00","3.500"
"ISOFETAMID","PEPPER",,"2023-02-12T00:00:00","0.800"
"ISOFETAMID","EGG PLANT",,"2023-02-12T00:00:00","0.700"
"ISOFETAMID","TOMATO",,"2023-02-12T00:00:00","1.000"
"ISOFETAMID","BASIL",,"2023-02-12T00:00:00","20.000"
"ISOFETAMID","DILL",,"2023-02-12T00:00:00","13.000"
"ISOFETAMID","PARSLEY (roots and leaves)",,"2023-02-12T00:00:00","11.000"
"ISOXABEN","CITRUS FRUIT","0.010","1999-01-01T00:00:00","יתבטל"
"ISOXADIFEN ETHYL","CORN","0.050","2017-12-28T00:00:00",
"ISOXAFLUTOLE","CHICK PEA","0.010","2013-01-17T00:00:00",
"ISOXAFLUTOLE","CORN","0.010","2017-12-28T00:00:00",
"ISOXAFLUTOLE","WHEAT","0.010","2013-01-17T00:00:00",
"KRESOXIM METHYL","GRAPES","0.500","1998-11-01T00:00:00",
"KRESOXIM METHYL","STRAWBERRY","0.100","2008-03-24T00:00:00",
"KRESOXIM METHYL","MELON","0.100","2005-09-26T00:00:00",
"KRESOXIM METHYL","CUCUMBER","0.100","1998-05-15T00:00:00",
"KRESOXIM METHYL","PUMPKINS","0.100","2011-12-12T00:00:00",
"KRESOXIM METHYL","SQUASH","0.100","1999-01-01T00:00:00",
"KRESOXIM METHYL","WATERMELON","0.100","1998-05-15T00:00:00",
"KRESOXIM METHYL","CARROT","0.020","2008-11-24T00:00:00",
"KRESOXIM METHYL","MANGO","0.500","1999-01-01T00:00:00",
"KRESOXIM METHYL","PERSIMMON","0.050","2010-06-21T00:00:00",
"KRESOXIM METHYL","APPLE","0.010","1998-11-01T00:00:00",
"KRESOXIM METHYL","PLUM","0.100","2008-03-25T00:00:00",
"KRESOXIM METHYL","APRICOT","0.100","2008-06-10T00:00:00",
"KRESOXIM METHYL","NECTARINE","0.100","2000-01-01T00:00:00",
"KRESOXIM METHYL","PEACH","0.100","2000-01-01T00:00:00",
"LAMBDA CYHALOTHRIN","GRAPES","0.200","2005-08-24T00:00:00",
"LAMBDA CYHALOTHRIN","POTATO","0.020","2005-08-24T00:00:00",
"LAMBDA CYHALOTHRIN","SMALL RADISH","0.050","2014-08-04T00:00:00",
"LAMBDA CYHALOTHRIN","CABBAGE","0.020","2014-03-02T00:00:00",
"LAMBDA CYHALOTHRIN","BROCCOLI","0.020","2014-03-02T00:00:00",
"LAMBDA CYHALOTHRIN","CAULIFLOWER","0.020","2014-03-02T00:00:00","0.070"
"LAMBDA CYHALOTHRIN","KOHLRABI","0.020","2014-03-02T00:00:00",
"LAMBDA CYHALOTHRIN","MELON","0.020","2014-03-02T00:00:00",
"LAMBDA CYHALOTHRIN","CUCUMBER","0.020","2014-02-16T00:00:00",
"LAMBDA CYHALOTHRIN","SQUASH","0.020","2014-03-02T00:00:00",
"LAMBDA CYHALOTHRIN","CHICK PEA","0.050","2015-11-15T00:00:00",
"LAMBDA CYHALOTHRIN","LETTUCE","0.200","2011-11-16T00:00:00",
"LAMBDA CYHALOTHRIN","PEPPER","0.200","2005-08-24T00:00:00",
"LAMBDA CYHALOTHRIN","EGG PLANT","0.200","2005-08-24T00:00:00",
"LAMBDA CYHALOTHRIN","TOMATO","0.100","2005-08-24T00:00:00",
"LAMBDA CYHALOTHRIN","RED SWEET PEPPER","0.020","2015-11-17T00:00:00",
"LAMBDA CYHALOTHRIN","BEANS",,"2019-06-16T00:00:00","0.050"
"LAMBDA CYHALOTHRIN","SWEET POTATO","0.050","2012-05-06T00:00:00",
"LAMBDA CYHALOTHRIN","CARROT","0.050","2012-05-06T00:00:00",
"LAMBDA CYHALOTHRIN","ONION","0.050","2012-11-18T00:00:00",
"LAMBDA CYHALOTHRIN","COTTON","0.050","2004-06-13T00:00:00",
"LAMBDA CYHALOTHRIN","PEANUT","0.050","2011-11-14T00:00:00",
"LAMBDA CYHALOTHRIN","SUNFLOWER","0.010","2015-11-17T00:00:00",
"LAMBDA CYHALOTHRIN","ALMOND","0.050","2015-11-15T00:00:00",
"LAMBDA CYHALOTHRIN","POMEGRANATE","0.100","2014-02-16T00:00:00",
"LAMBDA CYHALOTHRIN","PLUM","0.020","2014-03-02T00:00:00",
"LAMBDA CYHALOTHRIN","APRICOT","0.050","2012-12-12T00:00:00",
"LAMBDA CYHALOTHRIN","NECTARINE","0.020","2014-02-16T00:00:00",
"LAMBDA CYHALOTHRIN","PEACH","0.020","2014-03-02T00:00:00",
"LAMBDA CYHALOTHRIN","DATE","0.010","2015-11-17T00:00:00",
"LAMBDA CYHALOTHRIN","FIG","0.020","2008-07-30T00:00:00",
"LAMBDA CYHALOTHRIN","OLIVES","0.500","2004-06-08T00:00:00",
"LAMBDA CYHALOTHRIN","CORN","0.050","2011-07-25T00:00:00",
"LINDANE","MILK","0.010","1999-01-01T00:00:00",
"LINDANE","MEAT","0.100","2005-09-26T00:00:00",
"LINDANE","EDIBLE OFFAL","0.010","2005-09-26T00:00:00",
"LINDANE","EGGS","0.010","2005-09-26T00:00:00",
"LINDANE","POULTRY MEAT","0.050","2005-09-26T00:00:00",
"LINDANE","POULTRY OFFAL","0.010","2005-09-26T00:00:00",
"LINURON","GRAPES","0.050","2013-01-20T00:00:00",
"LINURON","POTATO","0.050","2013-01-20T00:00:00",
"LINURON","CELERIAC","0.050","2013-01-20T00:00:00",
"LINURON","CARROT","0.050","2013-01-20T00:00:00",
"LINURON","COTTON","0.050","2013-01-20T00:00:00",
"LINURON","ALMOND","0.050","2013-01-20T00:00:00",
"LINURON","PEAR","0.050","2013-01-20T00:00:00",
"LINURON","PLUM","0.050","2013-01-20T00:00:00",
"LINURON","APRICOT","0.050","2013-01-20T00:00:00",
"LINURON","PEACH","0.050","2013-01-20T00:00:00",
"LINURON","PARSLEY (roots and leaves)","0.050","2013-01-20T00:00:00",
"LUFENURON","THYME","0.050","2010-10-04T00:00:00",
"LUFENURON","GRAPES","3.000","2013-05-19T00:00:00",
"LUFENURON","STRAWBERRY","0.200","2011-07-25T00:00:00",
"LUFENURON","POTATO","0.050","1999-01-01T00:00:00",
"LUFENURON","ARTICHOKE","0.050","1996-01-01T00:00:00",
"LUFENURON","CELERIAC","0.050","2013-06-19T00:00:00",
"LUFENURON","CABBAGE","0.100","2011-07-25T00:00:00",
"LUFENURON","BROCCOLI","0.100","2011-07-25T00:00:00",
"LUFENURON","CAULIFLOWER","0.100","2011-07-25T00:00:00",
"LUFENURON","KOHLRABI","0.100","2015-11-15T00:00:00",
"LUFENURON","BEET, GREENS","0.050","2014-03-19T00:00:00",
"LUFENURON","CORIANDER","0.050","2013-01-20T00:00:00",
"LUFENURON","CHINESE CABBAGE","0.050","2005-10-31T00:00:00",
"LUFENURON","LETTUCE","0.100","2012-11-13T00:00:00",
"LUFENURON","SPINACH","0.050","2014-03-19T00:00:00",
"LUFENURON","PEPPER","0.200","2011-07-25T00:00:00",
"LUFENURON","EGG PLANT","0.200","2013-05-19T00:00:00",
"LUFENURON","TOMATO","0.200","2011-07-25T00:00:00",
"LUFENURON","BEANS","0.100","2011-07-25T00:00:00",
"LUFENURON","SWEET POTATO","0.050","2011-07-25T00:00:00",
"LUFENURON","BEETROOT","0.050","1996-01-01T00:00:00",
"LUFENURON","CARROT","0.050","2005-10-31T00:00:00",
"LUFENURON","COTTON","0.050","1999-01-01T00:00:00",
"LUFENURON","POMEGRANATE","0.500","2013-05-19T00:00:00",
"LUFENURON","APPLE","0.050","1999-01-01T00:00:00",
"LUFENURON","PEAR","0.050","2012-08-26T00:00:00",
"LUFENURON","QUINCE","0.050","2016-05-11T00:00:00",
"LUFENURON","APRICOT","0.150","2012-08-26T00:00:00",
"LUFENURON","NECTARINE",,"2020-01-30T00:00:00","0.050"
"LUFENURON","PEACH","0.150","2013-11-25T00:00:00",
"LUFENURON","CORN","0.100","2013-05-19T00:00:00",
"LUFENURON","BASIL","0.050","1999-01-01T00:00:00",
"LUFENURON","CHIVES","0.050","2005-10-30T00:00:00",
"LUFENURON","DILL","0.050","2005-10-30T00:00:00",
"LUFENURON","MINT","0.050","2005-10-30T00:00:00",
"LUFENURON","PARSLEY (roots and leaves)","0.050","2013-01-20T00:00:00",
"LUFENURON","ROSMARINE","0.050","2005-10-30T00:00:00",
"LUFENURON","SAGE","0.050","2010-10-04T00:00:00",
"LUFENURON","ESTRAGON","0.050","2005-10-30T00:00:00",
"LUFENURON","ROKET","0.050","2014-03-19T00:00:00",
"LUFENURON","ROKULA","0.050","2010-10-04T00:00:00",
"LUFENURON","MIZONA","0.050","2014-03-19T00:00:00",
"LUFENURON","SPRING ONION","0.050","2010-01-13T00:00:00",
"LUFENURON","TATSUI LEAVES","0.050","2014-03-19T00:00:00",
"MALATHION","CITRUS FRUIT","2.000","2005-05-24T00:00:00",
"MALATHION","SMALL RADISH","0.500","1996-01-01T00:00:00",
"MALATHION","ARTICHOKE","5.000","1996-01-01T00:00:00",
