Commodity_Name,Commodity_Code,Pesticide_Name,MRL_Value,Flag_Po_Fat,Year_Legal_CAC,Full_Notes,Year_Science_JMPR,Flag_Status,Is_LOD,Commodity_ID,Pesticide_ID,crop_id_mapping,crop_name_mapping,crop_reasoning,pesticide_id_mapping,pesticide_name_mapping,pesticide_reasoning
Tree nuts (group),TN 0085,Cyhalothrin (includes lambda-cyhalothrin),0.01,,2009.0,(LOD),2008,,True,,146.0,,,"הביטוי 'Tree nuts (group)' מתייחס לקבוצת אגוזים, אך ברשימת הגידולים אין קטגוריה קבוצתית כזו או שמות של אגוזים נוספים (כגון אגוז מלך, פיסטוק). לכן לא ניתן למפות בוודאות.",168,LAMBDA CYHALOTHRIN,"השם 'Cyhalothrin (includes lambda-cyhalothrin)' מתייחס ל-lambda-cyhalothrin, שהוא שם מסחרי עבור LAMBDA CYHALOTHRIN (ID 168)."
Tree nuts (group),TN 0085,Clothianidin,0.01,,2024.0,(LOD),2023,,True,,238.0,,,"הביטוי 'Tree nuts (group)' מתייחס לקבוצת אגוזים, אך ברשימת הגידולים אין קטגוריה קבוצתית כזו או שמות של אגוזים נוספים (כגון אגוז מלך, פיסטוק). לכן לא ניתן למפות בוודאות.",57,CLOTHIANIDIN,'Clothianidin' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 57).
Tree nuts (group),TN 0085,Sulfoxaflor,0.03,,2019.0,,2018,,False,,252.0,,,"הביטוי 'Tree nuts (group)' מתייחס לקבוצת אגוזים, אך ברשימת הגידולים אין קטגוריה קבוצתית כזו או שמות של אגוזים נוספים (כגון אגוז מלך, פיסטוק). לכן לא ניתן למפות בוודאות.",256,SULFOXAFLOR,'Sulfoxaflor' זהה לאיות ברשימת הייחוס (ID 256).
Tree nuts (group),TN 0085,Clofentezine,0.5,,2008.0,,2007,,False,,156.0,,,"הביטוי 'Tree nuts (group)' מתייחס לקבוצת אגוזים, אך ברשימת הגידולים אין קטגוריה קבוצתית כזו או שמות של אגוזים נוספים (כגון אגוז מלך, פיסטוק). לכן לא ניתן למפות בוודאות.",53,CLOFENTEZINE,השם 'Clofentezine' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 53: CLOFENTEZINE).
Tree nuts (group),TN 0085,Thiamethoxam,0.01,,2024.0,(LOD),2023,,True,,245.0,,,"הביטוי 'Tree nuts (group)' מתייחס לקבוצת אגוזים, אך ברשימת הגידולים אין קטגוריה קבוצתית כזו או שמות של אגוזים נוספים (כגון אגוז מלך, פיסטוק). לכן לא ניתן למפות בוודאות.",268,THIAMETHOXAM,השם 'Thiamethoxam' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 268: THIAMETHOXAM).
Tree nuts (group),TN 0085,Chlorantraniliprole,0.02,,2011.0,,2010,,False,,230.0,,,"הביטוי 'Tree nuts (group)' מתייחס לקבוצת אגוזים, אך ברשימת הגידולים אין קטגוריה קבוצתית כזו או שמות של אגוזים נוספים (כגון אגוז מלך, פיסטוק). לכן לא ניתן למפות בוודאות.",39,CHLORANTRANILIPROLE,Chlorantraniliprole הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 39).
Tree nuts (group),TN 0085,Cyflumetofen,0.01,,2015.0,(LOD),2014,,True,,273.0,,,"הביטוי 'Tree nuts (group)' מתייחס לקבוצת אגוזים, אך ברשימת הגידולים אין קטגוריה קבוצתית כזו או שמות של אגוזים נוספים (כגון אגוז מלך, פיסטוק). לכן לא ניתן למפות בוודאות.",62,CYFLUMETOFEN,השם 'Cyflumetofen' תואם בדיוק לשם באנגלית ברשימת חומרי ההדברה (ID 62).
Tree nuts (group),TN 0085,Mesotrione,0.01,,2021.0,(LOD),2019,,True,,277.0,,,"הביטוי 'Tree nuts (group)' מתייחס לקבוצת אגוזים, אך ברשימת הגידולים אין קטגוריה קבוצתית כזו או שמות של אגוזים נוספים (כגון אגוז מלך, פיסטוק). לכן לא ניתן למפות בוודאות.",181,MESOTRIONE,השם 'Mesotrione' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 181: MESOTRIONE).
Tree nuts (group),TN 0085,Spirotetramat,0.5,,2009.0,,2008,,False,,234.0,,,"הביטוי 'Tree nuts (group)' מתייחס לקבוצת אגוזים, אך ברשימת הגידולים אין קטגוריה קבוצתית כזו או שמות של אגוזים נוספים (כגון אגוז מלך, פיסטוק). לכן לא ניתן למפות בוודאות.",252,SPIROTETRAMAT,'Spirotetramat' מופיע ברשימת חומרי ההדברה (ID 252) כהתאמה מדויקת.
Tree nuts (group),TN 0085,Mefentrifluconazole,0.06,,2023.0,,2022,,False,,320.0,,,"הביטוי 'Tree nuts (group)' מתייחס לקבוצת אגוזים, אך ברשימת הגידולים אין קטגוריה קבוצתית כזו או שמות של אגוזים נוספים (כגון אגוז מלך, פיסטוק). לכן לא ניתן למפות בוודאות.",,,'Mefentrifluconazole' אינו מופיע ברשימת הייחוס ולכן לא נמצאה התאמה.
Tree nuts (group),TN 0085,Methoxyfenozide,0.1,,2005.0,,2003,,False,,209.0,,,"הביטוי 'Tree nuts (group)' מתייחס לקבוצת אגוזים, אך ברשימת הגידולים אין קטגוריה קבוצתית כזו או שמות של אגוזים נוספים (כגון אגוז מלך, פיסטוק). לכן לא ניתן למפות בוודאות.",189,METHOXYFENOZIDE,"'Methoxyfenozide' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 189), לכן בוצעה התאמה מדויקת."
Tree nuts (group),TN 0085,Buprofezin,0.05,,2021.0,(LOD),2019,,True,,173.0,,,"הביטוי 'Tree nuts (group)' מתייחס לקבוצת אגוזים, אך ברשימת הגידולים אין קטגוריה קבוצתית כזו או שמות של אגוזים נוספים (כגון אגוז מלך, פיסטוק). לכן לא ניתן למפות בוודאות.",33,BUPROFEZIN,'Buprofezin' מופיע ברשימת חומרי ההדברה (ID 33) כהתאמה מדויקת.
Tree nuts (group),TN 0085,Fluindapyr,0.04,,2023.0,,2022,,False,,328.0,,,"הביטוי 'Tree nuts (group)' מתייחס לקבוצת אגוזים, אך ברשימת הגידולים אין קטגוריה קבוצתית כזו או שמות של אגוזים נוספים (כגון אגוז מלך, פיסטוק). לכן לא ניתן למפות בוודאות.",,,השם 'Fluindapyr' אינו מופיע ברשימת חומרי ההדברה ולכן לא ניתן למפות.
Tree nuts (group),TN 0085,Difenoconazole,0.03,,2011.0,,2010,,False,,224.0,,,"הביטוי 'Tree nuts (group)' מתייחס לקבוצת אגוזים, אך ברשימת הגידולים אין קטגוריה קבוצתית כזו או שמות של אגוזים נוספים (כגון אגוז מלך, פיסטוק). לכן לא ניתן למפות בוודאות.",79,DIFENOCONAZOLE,השם 'Difenoconazole' תואם בדיוק לשם באנגלית של קוטל פטריות ברשימת הייחוס (ID 79).
Tree nuts (group),TN 0085,Saflufenacil,0.01,,2012.0,,2011,,False,,251.0,,,"הביטוי 'Tree nuts (group)' מתייחס לקבוצת אגוזים, אך ברשימת הגידולים אין קטגוריה קבוצתית כזו או שמות של אגוזים נוספים (כגון אגוז מלך, פיסטוק). לכן לא ניתן למפות בוודאות.",247,SAFLUFENACIL,'Saflufenacil' תואם בדיוק ל-'SAFLUFENACIL' (מזהה 247) ברשימת הייחוס.
Bulb vegetables (group),VA 0035,Cyhalothrin (includes lambda-cyhalothrin),0.2,,2009.0,,2008,,False,,146.0,"[17, 18, 65, 123, 85]","[""ONION"", ""SPRING ONION"", ""LEEK"", ""GARLIC"", ""CHIVES""]","המונח 'Bulb vegetables (group)' מתייחס לירקות בצליים. ברשימת הייחוס קיימים מספר גידולים בקטגוריה זו: בצל (17), בצל ירוק (18), לוף/כרשה/כרתי (65), שום (123), עירית בצלית (85). כל אלה ירקות בצליים ולכן כולם נכללים.",168,LAMBDA CYHALOTHRIN,"השם 'Cyhalothrin (includes lambda-cyhalothrin)' מתייחס ל-lambda-cyhalothrin, שהוא שם מסחרי עבור LAMBDA CYHALOTHRIN (ID 168)."
Bulb vegetables (group),VA 0035,Azoxystrobin,10.0,,2009.0,,2008,,False,,229.0,"[17, 18, 65, 123, 85]","[""ONION"", ""SPRING ONION"", ""LEEK"", ""GARLIC"", ""CHIVES""]","המונח 'Bulb vegetables (group)' מתייחס לירקות בצליים. ברשימת הייחוס קיימים מספר גידולים בקטגוריה זו: בצל (17), בצל ירוק (18), לוף/כרשה/כרתי (65), שום (123), עירית בצלית (85). כל אלה ירקות בצליים ולכן כולם נכללים.",19,AZOXYSTROBIN,'Azoxystrobin' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 19).
Bulb vegetables (group),VA 0035,Fluazaindolizine,0.04,,2023.0,,2022,,False,,327.0,"[17, 18, 65, 123, 85]","[""ONION"", ""SPRING ONION"", ""LEEK"", ""GARLIC"", ""CHIVES""]","המונח 'Bulb vegetables (group)' מתייחס לירקות בצליים. ברשימת הייחוס קיימים מספר גידולים בקטגוריה זו: בצל (17), בצל ירוק (18), לוף/כרשה/כרתי (65), שום (123), עירית בצלית (85). כל אלה ירקות בצליים ולכן כולם נכללים.",,,השם 'Fluazaindolizine' אינו מופיע ברשימת חומרי ההדברה ואין שם דומה או שם כימי קרוב ברשימה. ייתכן שמדובר בחומר חדש או בשם מסחרי שאינו מופיע ברשימת הייחוס.
Bulb vegetables (group),VA 0035,Aldrin and Dieldrin,0.05,,1997.0,(E),,E,False,,1.0,"[17, 18, 65, 123, 85]","[""ONION"", ""SPRING ONION"", ""LEEK"", ""GARLIC"", ""CHIVES""]","המונח 'Bulb vegetables (group)' מתייחס לירקות בצליים. ברשימת הייחוס קיימים מספר גידולים בקטגוריה זו: בצל (17), בצל ירוק (18), לוף/כרשה/כרתי (65), שום (123), עירית בצלית (85). כל אלה ירקות בצליים ולכן כולם נכללים.",13,ALDRIN,"השם 'Aldrin and Dieldrin' מתייחס לשני חומרים: Aldrin ו-Dieldrin. ברשימת הרפרנס מופיע רק Aldrin (ID 13), אך Dieldrin אינו מופיע. לכן, מופה רק ל-Aldrin."
Bulb vegetables (group),VA 0035,Myclobutanil,0.06,,2015.0,,2014,,False,,181.0,"[17, 18, 65, 123, 85]","[""ONION"", ""SPRING ONION"", ""LEEK"", ""GARLIC"", ""CHIVES""]","המונח 'Bulb vegetables (group)' מתייחס לירקות בצליים. ברשימת הייחוס קיימים מספר גידולים בקטגוריה זו: בצל (17), בצל ירוק (18), לוף/כרשה/כרתי (65), שום (123), עירית בצלית (85). כל אלה ירקות בצליים ולכן כולם נכללים.",197,MYCLOBUTANIL,'Myclobutanil' הוא שם זהה ל-'MYCLOBUTANIL' (ID 197) ברשימת הייחוס.
Bulb vegetables (group),VA 0035,Boscalid,5.0,,2010.0,,2009,,False,,221.0,"[17, 18, 65, 123, 85]","[""ONION"", ""SPRING ONION"", ""LEEK"", ""GARLIC"", ""CHIVES""]","המונח 'Bulb vegetables (group)' מתייחס לירקות בצליים. ברשימת הייחוס קיימים מספר גידולים בקטגוריה זו: בצל (17), בצל ירוק (18), לוף/כרשה/כרתי (65), שום (123), עירית בצלית (85). כל אלה ירקות בצליים ולכן כולם נכללים.",27,BOSCALID,'Boscalid' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 27).
"Bulb vegetables, except fennel, bulb",VA 0036,Flupyradifurone,0.01,,2017.0,(LOD),2016,,True,,285.0,"[17, 18, 65, 123, 85]","[""ONION"", ""SPRING ONION"", ""LEEK"", ""GARLIC"", ""CHIVES""]","הביטוי 'Bulb vegetables, except fennel, bulb' מתייחס לכל ירקות הבצליים למעט שומר (Fennel, bulb). שומר הוא ID 124 ולכן יש להחריג אותו. שאר הגידולים הבצליים (בצל 17, בצל ירוק 18, לוף/כרשה/כרתי 65, שום 123, עירית בצלית 85) רלוונטיים.",131,FLUPYRADIFURONE,"'Flupyradifurone' מופיע ברשימת הייחוס בשם זה (131), לכן זו התאמה מדויקת."
Garlic,VA 0381,Cyantraniliprole,0.05,,2014.0,,2013,,False,,263.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,58,CYANTRANILIPROLE,"'Cyantraniliprole' הוא שם זהה לרשימת הייחוס (CYANTRANILIPROLE, מזהה 58)."
Garlic,VA 0381,Pyraclostrobin,0.15,,2012.0,,2011,,False,,210.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,232,PYRACLOSTROBIN,Pyraclostrobin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 232).
Garlic,VA 0381,Sulfoxaflor,0.01,,2013.0,(LOD),2011,,True,,252.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,256,SULFOXAFLOR,'Sulfoxaflor' זהה לאיות ברשימת הייחוס (ID 256).
Garlic,VA 0381,Abamectin,0.005,,2016.0,,2015,,False,,177.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,5,ABAMECTIN,השם 'Abamectin' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 5: ABAMECTIN).
Garlic,VA 0381,Dimethenamid-P,0.01,,2006.0,(LOD),2005,,True,,214.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,82,DIMETHENAMID,"'Dimethenamid-P' הוא איזומר של 'DIMETHENAMID' (ID 82), לכן בוצעה התאמה למרות ההבדל הקטן בשם."
Garlic,VA 0381,Dithiocarbamates,0.5,,1999.0,,1995,,False,,105.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,92,DITHIOCARBAMATES,"'Dithiocarbamates' מופיע ברשימת חומרי ההדברה (ID 92), לכן בוצעה התאמה מדויקת."
Garlic,VA 0381,Pirimicarb,0.1,,2007.0,,2006,,False,,101.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,219,PIRIMICARB,השם 'Pirimicarb' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 219: PIRIMICARB).
Garlic,VA 0381,Ametoctradin,1.5,,2013.0,,2012,,False,,260.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,14,AMETOCTRADIN,"השם 'Ametoctradin' תואם בדיוק לשם ברשימת הייחוס (ID 14), לכן זו ההתאמה הנכונה."
Garlic,VA 0381,Metconazole,0.05,,2021.0,(LOD),2019,,True,,313.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,,,"'Metconazole' אינו מופיע ברשימת חומרי ההדברה ואין שם דומה מספיק, לכן לא נמצאה התאמה."
Garlic,VA 0381,Fluxapyroxad,0.6,,2016.0,,2015,,False,,256.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,138,FLUXAPYROXAD,'Fluxapyroxad' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 138).
Garlic,VA 0381,Acibenzolar-S-methyl,0.15,,2017.0,,2016,,False,,288.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,8,ACIBENZOLAR-S-METHYL,השם 'Acibenzolar-S-methyl' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 8).
Garlic,VA 0381,Tebuconazole,0.1,,2012.0,,2011,,False,,189.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,258,TEBUCONAZOLE,'Tebuconazole' מופיע ברשימת חומרי ההדברה (ID 258) כהתאמה מדויקת.
Garlic,VA 0381,Fluazifop-p-butyl,0.3,,2017.0,,2016,,False,,283.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,118,FLUAZIFOP-P-BUTYL,'Fluazifop-p-butyl' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 118).
Garlic,VA 0381,Pendimethalin,0.05,,2017.0,(LOD),2016,,True,,292.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,211,PENDIMETHALIN,Pendimethalin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 211).
Garlic,VA 0381,Kresoxim-Methyl,0.01,,2019.0,,2018,,False,,199.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,167,KRESOXIM METHYL,"'Kresoxim-Methyl' הוא שם זהה ל-KRESOXIM METHYL ברשימת הייחוס (ID 167). לכן, יש התאמה חד-משמעית."
Garlic,VA 0381,Chlorfenapyr,0.01,,2019.0,(LOD),2018,,True,,254.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,41,CHLORFENAPYR,'Chlorfenapyr' זהה לאיות ברשימת הייחוס (ID 41).
Garlic,VA 0381,Clethodim,0.5,,2003.0,[CCPR: Recommended for withdrawal],1997,,False,,187.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,51,CLETHODIM,Clethodim הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 51).
Garlic,VA 0381,Maleic Hydrazide,15.0,,2001.0,,1998,,False,,102.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,173,MALEIC HYDRAZIDE,'Maleic Hydrazide' מופיע ברשימת הייחוס באנגלית כהתאמה מדויקת ל-MALEIC HYDRAZIDE. לכן זו התאמה חד-משמעית.
Garlic,VA 0381,Oxathiapiprolin,0.04,,2017.0,,2016,,False,,291.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,203,OXATHIAPIPROLIN,'Oxathiapiprolin' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 203).
Garlic,VA 0381,Fenamidone,0.15,,2015.0,,2014,,False,,264.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,104,FENAMIDONE,השם 'Fenamidone' תואם בדיוק לשם באנגלית של קוטל המזיקים ברשימת הייחוס (ID 104: FENAMIDONE).
Garlic,VA 0381,Dimethomorph,0.6,,2015.0,,2014,,False,,225.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,84,DIMETHOMORPH,"Dimethomorph מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 84), לכן המיפוי ישיר."
Garlic,VA 0381,Acetamiprid,0.02,,2012.0,,2011,,False,,246.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,7,ACETAMIPRID,השם 'Acetamiprid' מופיע ברשימת הייחוס תחת מזהה 7. זו התאמה מדויקת לשם הכימי.
Garlic,VA 0381,Fluopyram,0.07,,2015.0,,2014,,False,,243.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,129,FLUOPYRAM,'Fluopyram' הוא התאמה מדויקת ל-FLUOPYRAM (ID 129) ברשימת הייחוס.
Garlic,VA 0381,Difenoconazole,0.02,,2008.0,(LOD),2007,,True,,224.0,123,GARLIC,השם 'Garlic' הוא התאמה מדויקת לשם האנגלי של הגידול 'שום' (ID 123) ברשימת הייחוס.,79,DIFENOCONAZOLE,השם 'Difenoconazole' תואם בדיוק לשם באנגלית של קוטל פטריות ברשימת הייחוס (ID 79).
Leek,VA 0384,Fenamidone,0.3,,2015.0,,2014,,False,,264.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,104,FENAMIDONE,השם 'Fenamidone' תואם בדיוק לשם באנגלית של קוטל המזיקים ברשימת הייחוס (ID 104: FENAMIDONE).
Leek,VA 0384,Permethrin,0.5,,,,,,False,,120.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,214,PERMETHRIN,Permethrin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 214).
Leek,VA 0384,Chlorothalonil,40.0,,2011.0,,2010,,False,,81.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,45,CHLOROTHALONIL,Chlorothalonil הוא התאמה מדויקת לשם ברשימת חומרי ההדברה (ID 45).
Leek,VA 0384,Pendimethalin,0.3,,2022.0,,2021,,False,,292.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,211,PENDIMETHALIN,Pendimethalin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 211).
Leek,VA 0384,Methiocarb,0.5,,2006.0,,2005,,False,,132.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,187,METHIOCARB,השם 'Methiocarb' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 187: METHIOCARB).
Leek,VA 0384,Spinetoram,0.05,,2018.0,,2017,,False,,233.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,248,SPINETORAM,"Spinetoram הוא שם זהה לרשימה (ID 248), ולכן ההתאמה ישירה וברורה."
Leek,VA 0384,Tebuconazole,0.7,,2012.0,,2011,,False,,189.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,258,TEBUCONAZOLE,'Tebuconazole' מופיע ברשימת חומרי ההדברה (ID 258) כהתאמה מדויקת.
Leek,VA 0384,Dimethomorph,0.8,,2015.0,,2014,,False,,225.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,84,DIMETHOMORPH,"Dimethomorph מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 84), לכן המיפוי ישיר."
Leek,VA 0384,Difenoconazole,0.3,,2008.0,,2007,,False,,224.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,79,DIFENOCONAZOLE,השם 'Difenoconazole' תואם בדיוק לשם באנגלית של קוטל פטריות ברשימת הייחוס (ID 79).
Leek,VA 0384,Trifloxystrobin,0.7,,2006.0,,2004,,False,,213.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,278,TRIFLOXYSTROBIN,'Trifloxystrobin' מופיע ברשימת חומרי ההדברה (ID 278) כהתאמה מדויקת.
Leek,VA 0384,Cycloxydim,4.0,,2013.0,,2012,,False,,179.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,60,CYCLOXYDIM,השם 'Cycloxydim' מופיע ברשימת הייחוס בדיוק באיות זהה תחת מזהה 60. לכן זו ההתאמה הנכונה.
Leek,VA 0384,Oxathiapiprolin,2.0,,2017.0,,2016,,False,,291.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,203,OXATHIAPIPROLIN,'Oxathiapiprolin' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 203).
Leek,VA 0384,Propamocarb,30.0,,2015.0,,2014,,False,,148.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,224,PROPAMOCARB HCL,"'Propamocarb' הוא שם זהה לשם באנגלית ברשימת חומרי ההדברה (ID 224: PROPAMOCARB HCL), ולכן זו התאמה ישירה."
Leek,VA 0384,Pyraclostrobin,0.7,,2007.0,,2006,,False,,210.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,232,PYRACLOSTROBIN,Pyraclostrobin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 232).
Leek,VA 0384,Deltamethrin,0.2,,2004.0,,2002,,False,,135.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,72,DELTAMETHRIN,'Deltamethrin' מופיע ברשימת הייחוס (ID 72) כהתאמה מדויקת.
Leek,VA 0384,Kresoxim-Methyl,10.0,,2019.0,,2018,,False,,199.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,167,KRESOXIM METHYL,"'Kresoxim-Methyl' הוא שם זהה ל-KRESOXIM METHYL ברשימת הייחוס (ID 167). לכן, יש התאמה חד-משמעית."
Leek,VA 0384,Fluopyram,0.15,,2015.0,,2014,,False,,243.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,129,FLUOPYRAM,'Fluopyram' הוא התאמה מדויקת ל-FLUOPYRAM (ID 129) ברשימת הייחוס.
Leek,VA 0384,Imidacloprid,0.05,,2004.0,(LOD),2002,,True,,206.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,157,IMIDACLOPRID,'Imidacloprid' מופיע ברשימת חומרי ההדברה (ID 157) כהתאמה מדויקת.
Leek,VA 0384,Cypermethrins (including alpha- and zeta- cypermethrin),0.05,,2009.0,,2008,,False,,118.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,66,CYPERMETHRIN,"'Cypermethrins (including alpha- and zeta- cypermethrin)' מתייחס לכלל קבוצת הציפרמתרינים, והשם 'CYERMETHRIN' (ID 66) הוא ההתאמה הקרובה ביותר."
